Order_No,Time from Pickup to Arrival
Order_No_8878,850.1556561088364
Order_No_18161,1164.856946866008
Order_No_1270,942.4290912467695
Order_No_17069,1264.7265610762206
Order_No_25359,843.0308215961212
Order_No_24932,1187.9946821202848
Order_No_12820,1859.0676774453696
Order_No_11090,974.8866699451846
Order_No_6049,1556.7291537986405
Order_No_18616,1482.604965254528
Order_No_10387,911.725667498622
Order_No_10022,1422.3776242292752
Order_No_18411,241.7901983796273
Order_No_24341,1255.9182534744125
Order_No_2569,2223.5257391752843
Order_No_17097,803.5729896666835
Order_No_1621,1008.7702540961128
Order_No_24926,560.2635873613126
Order_No_21071,1881.1585706979768
Order_No_17248,2079.2734786935416
Order_No_3773,1203.639267151224
Order_No_5653,1364.446363699879
Order_No_8824,1078.9007827584664
Order_No_27032,1907.2946994341712
Order_No_12156,545.5823738028794
Order_No_13013,2145.412257228725
Order_No_22736,1766.1539570092573
Order_No_20412,2201.1101802577195
Order_No_27344,1614.3346895056109
Order_No_14921,1770.5361584082514
Order_No_830,748.3842411159802
Order_No_24456,2203.8638588509784
Order_No_17641,2047.0372813767756
Order_No_25322,1986.4531843176226
Order_No_17842,1130.903257058395
Order_No_3580,1431.4920092106622
Order_No_26441,1325.988708178047
Order_No_5036,1777.2226617125561
Order_No_18077,1997.8925596698534
Order_No_677,987.6237574107801
Order_No_22822,1379.920539187791
Order_No_12884,2580.2094777353923
Order_No_10292,2510.829749439523
Order_No_26897,3245.555211689418
Order_No_15675,2182.8158587350213
Order_No_14327,1706.6684312134548
Order_No_12703,1648.8202870126058
Order_No_8392,2759.578193662937
Order_No_7535,2098.215515210506
Order_No_16912,1440.6804368048706
Order_No_25714,2028.8844250206405
Order_No_16672,1259.2799543243455
Order_No_7676,1086.8471253076368
Order_No_22687,532.7477532852154
Order_No_5672,1605.8176953994553
Order_No_3876,3159.643459257532
Order_No_7374,469.256471786488
Order_No_25160,1920.4276673202985
Order_No_26419,741.4847975494777
Order_No_25171,1574.206213644953
Order_No_12727,2237.6751715816213
Order_No_17195,1238.4067047379795
Order_No_19621,2762.5079988178113
Order_No_4333,438.9685530967108
Order_No_2196,1024.9806363603657
Order_No_5214,1069.5724543168851
Order_No_25862,1595.4817698235074
Order_No_138,977.3575806575682
Order_No_10300,1242.3580324480224
Order_No_4269,1902.5403784171506
Order_No_20768,1372.232390180996
Order_No_2922,1401.6386057106283
Order_No_18188,2157.3247021910597
Order_No_22357,1716.3049825062046
Order_No_14776,1088.7577650035182
Order_No_9752,1352.6253615943515
Order_No_13355,2672.046088072509
Order_No_20723,1326.6525267952038
Order_No_13650,1074.7764641569227
Order_No_27988,2396.0950463511567
Order_No_3189,2292.0109521443464
Order_No_25747,1464.9612677417265
Order_No_16868,1460.2799558642237
Order_No_15671,1899.3412765629275
Order_No_11113,439.7883535081292
Order_No_13981,964.9903178630137
Order_No_24103,1266.284086851907
Order_No_5564,1563.9313193398993
Order_No_5108,1492.0162715106653
Order_No_5725,1053.4127989857222
Order_No_4571,1966.9240427057762
Order_No_26718,670.9251893113196
Order_No_11677,1339.4749856130602
Order_No_18254,1111.589603080016
Order_No_16032,1002.0840627847156
Order_No_24546,1041.0849814944322
Order_No_1239,2475.742818013454
Order_No_3055,2202.083753715191
Order_No_22081,1353.9681353974538
Order_No_16676,1323.517046760835
Order_No_3706,885.0462556654037
Order_No_27622,1469.65194882596
Order_No_26066,1495.5220292380343
Order_No_7232,1091.324093338184
Order_No_590,1604.730557152574
Order_No_5625,1388.1083436003046
Order_No_3538,1182.4078224928035
Order_No_18603,1333.309784683437
Order_No_16630,1408.200168674617
Order_No_21454,1422.2443694332997
Order_No_23080,1507.772192028855
Order_No_16383,1386.919010512569
Order_No_3988,1337.8763271106673
Order_No_23181,978.1789878162907
Order_No_6169,1533.7596090424483
Order_No_12336,1756.5178432469836
Order_No_9862,1580.2843093461704
Order_No_21173,1241.7529077091895
Order_No_9114,1878.9702799131048
Order_No_12293,1569.2767735393518
Order_No_18118,1493.4346900109467
Order_No_6103,1139.7811507091192
Order_No_20222,1400.8063392512506
Order_No_6739,1243.7519332610334
Order_No_6849,833.1171938566204
Order_No_8601,1723.4468659013892
Order_No_15461,1866.0016183062492
Order_No_17976,1322.7379976957836
Order_No_17863,2101.3876161958124
Order_No_4056,1986.9103471281505
Order_No_18280,1090.5333566569986
Order_No_9411,1277.8427506375392
Order_No_2159,1599.7097437454504
Order_No_19598,1802.5097118552806
Order_No_5734,1127.8633811786713
Order_No_24625,2541.281416816266
Order_No_22067,1814.8259551366211
Order_No_13215,557.2193714466066
Order_No_13267,1205.2599673900784
Order_No_10980,496.48623896540994
Order_No_1409,1981.1695357676165
Order_No_13660,1009.6496520167856
Order_No_15620,2143.878772836275
Order_No_14156,2286.449639558903
Order_No_15387,1758.320844052456
Order_No_2550,3588.9528410132207
Order_No_9943,913.9517667021956
Order_No_7884,1220.8381580434652
Order_No_18650,408.60494407126123
Order_No_4653,1571.2234630180553
Order_No_20413,1228.8160687286963
Order_No_25456,2929.8809873835576
Order_No_15681,3619.0666082406124
Order_No_26048,1795.2049806432133
Order_No_11869,1513.8309754697257
Order_No_2137,1487.2425768159826
Order_No_5551,1621.502025892938
Order_No_25995,2143.5930104103263
Order_No_21593,3483.0220092029936
Order_No_26944,916.3751589997937
Order_No_28164,2187.0688854589243
Order_No_27406,704.2325883280373
Order_No_8465,1649.9597522668573
Order_No_9396,2062.5636588759758
Order_No_28212,1414.7250681794046
Order_No_13677,1296.7129771241252
Order_No_3369,1620.0379800147875
Order_No_20520,1290.1017205435585
Order_No_7104,1175.537492130863
Order_No_21462,734.3813891299887
Order_No_3092,3032.360275702995
Order_No_13539,2773.4161576795304
Order_No_3828,1006.0401018728007
Order_No_24315,1460.3854989327374
Order_No_21088,638.9424914380797
Order_No_18774,1866.6502595594504
Order_No_1440,1917.754696901131
Order_No_22610,2098.230720795167
Order_No_22269,629.2974627672958
Order_No_12565,2048.8965274870643
Order_No_4345,2113.9553583025117
Order_No_6549,1799.577901496261
Order_No_7645,1534.3222555000973
Order_No_20228,1798.7350603083032
Order_No_24601,1135.6241943498026
Order_No_14659,740.2817075371713
Order_No_19197,1061.6296574653534
Order_No_8648,1352.2513385055936
Order_No_14636,1544.9033009970444
Order_No_24235,1334.9189487137485
Order_No_21089,1127.6626872140625
Order_No_24602,1746.931331474043
Order_No_2836,1662.6417197128906
Order_No_3749,1298.5631175516755
Order_No_13233,2188.3521481571734
Order_No_23070,2506.7933892092915
Order_No_10135,1330.116382548411
Order_No_8870,1114.7051031376034
Order_No_24445,750.1924351664929
Order_No_13454,1352.275127336441
Order_No_3035,1421.2894553107324
Order_No_6448,1597.9368268271012
Order_No_1311,1.0
Order_No_16354,1.0
Order_No_23493,608.4096286726508
Order_No_21452,1.0
Order_No_2467,1.0
Order_No_19460,1.0
Order_No_27657,417.53910532748887
Order_No_15863,1.0
Order_No_16686,1.0
Order_No_21218,918.9640937213353
Order_No_2076,437.258986049399
Order_No_5254,380.27700677526633
Order_No_17729,683.0559118418314
Order_No_27695,1.0
Order_No_3502,1372.8482625804406
Order_No_19529,1.0
Order_No_24395,1.0
Order_No_18614,1.0
Order_No_26869,1.0
Order_No_9900,242.71404366968815
Order_No_24225,447.0714241659243
Order_No_7762,1.0
Order_No_2931,1.0
Order_No_6666,1.0
Order_No_2640,915.4850831881433
Order_No_21117,910.7683341340253
Order_No_11755,1026.2591886943262
Order_No_19108,1541.565662817893
Order_No_26297,528.088656044516
Order_No_23873,1580.494589966003
Order_No_6639,1119.996089474278
Order_No_18697,2415.485182249935
Order_No_12712,1811.41779681785
Order_No_10675,809.9131349796316
Order_No_19469,1199.865996815477
Order_No_21562,1982.1987543728699
Order_No_8935,1478.814617662205
Order_No_7313,1277.207495058401
Order_No_21637,1692.0642458813766
Order_No_2771,1000.3211856874203
Order_No_27028,1219.370234220036
Order_No_21667,1884.2287315825033
Order_No_7455,1117.6739006046937
Order_No_4944,1424.7712867844477
Order_No_23247,1254.0365382930995
Order_No_22283,1320.9070309898614
Order_No_20861,990.0932509666108
Order_No_2796,2104.577097795962
Order_No_2454,1880.0239061128525
Order_No_14922,510.69145464101166
Order_No_10327,1944.1763627865
Order_No_27227,1355.1929178430582
Order_No_4261,2286.5264664299907
Order_No_26664,1480.2412623193231
Order_No_10003,3447.908073955885
Order_No_23487,2078.6568403552233
Order_No_9684,2628.3935123149718
Order_No_23504,2077.4505197052786
Order_No_24718,2383.004560156085
Order_No_13062,2744.541160373577
Order_No_16473,1340.1318297735215
Order_No_24662,1010.0338667448176
Order_No_23161,1686.178416179473
Order_No_1924,363.00142095528463
Order_No_9092,849.8792984809061
Order_No_20975,1078.079696942843
Order_No_24843,1134.9650429923586
Order_No_5803,1480.9216366316925
Order_No_27884,1276.6366101819729
Order_No_27327,332.76735460605414
Order_No_9261,1386.4563792109054
Order_No_690,658.1922748235665
Order_No_23177,1045.7567213653238
Order_No_20078,356.28274971789506
Order_No_8038,1299.3990928723654
Order_No_16675,2242.1837716604514
Order_No_18783,830.2921809813506
Order_No_9289,712.8918969040768
Order_No_14904,1450.684334627449
Order_No_12027,830.6384067254203
Order_No_22247,1572.8048302895422
Order_No_22764,2683.494666244502
Order_No_4788,855.337890725461
Order_No_302,475.13342625772384
Order_No_23035,1978.3186119681727
Order_No_13104,445.02397946242127
Order_No_17122,1091.981727857812
Order_No_2754,1383.4949262796233
Order_No_23924,941.9403341517117
Order_No_27658,1443.1898745961753
Order_No_9284,850.7782583020979
Order_No_6360,1948.1743789809786
Order_No_2678,1625.4314668897805
Order_No_15085,2391.775126931849
Order_No_10104,1789.8999040082945
Order_No_14196,1615.9291193133483
Order_No_660,892.209130209545
Order_No_21490,2085.63880501102
Order_No_24488,3227.3230488376453
Order_No_10591,2789.956753691209
Order_No_12053,2368.240111808845
Order_No_1112,1866.916347937251
Order_No_25929,2944.601332283833
Order_No_27607,1803.676291243386
Order_No_27383,1780.497109633012
Order_No_17665,2249.9868245458733
Order_No_16910,597.2992258691173
Order_No_17892,3363.5987430315167
Order_No_22812,1267.7624384462633
Order_No_22151,2530.426028006843
Order_No_21595,519.6732236504267
Order_No_6876,2017.3565352709063
Order_No_11647,802.5272372011914
Order_No_11871,1631.8980081814752
Order_No_24588,781.6405003904019
Order_No_985,1195.7686359168526
Order_No_7635,1398.909242851174
Order_No_24304,1469.7988374276993
Order_No_10212,1993.1099051342844
Order_No_25083,1551.9483011901414
Order_No_25830,1557.6149922625427
Order_No_7873,1393.951613745399
Order_No_25510,855.5880150600225
Order_No_23442,1571.33391309155
Order_No_6709,1540.634452679873
Order_No_5515,1865.4224649050534
Order_No_13413,1296.4637632742324
Order_No_4949,1981.4583494420892
Order_No_23397,1285.2240063510635
Order_No_964,1290.227153639833
Order_No_16384,1394.2164480718875
Order_No_6598,2198.4247804740244
Order_No_24455,1621.2928035511375
Order_No_24914,934.6387364305356
Order_No_23200,1670.7464829925011
Order_No_25569,1238.4601031306954
Order_No_23280,2290.181537400911
Order_No_16694,1067.2752745733742
Order_No_4077,1584.7749159634493
Order_No_23664,798.9875132516173
Order_No_10280,1021.7659111923947
Order_No_20249,860.2156840847018
Order_No_9600,1579.5169762028765
Order_No_10590,3119.764619708601
Order_No_13350,1895.0746350447391
Order_No_6309,1034.9458798836804
Order_No_3842,2208.952265655951
Order_No_4522,566.1440450340107
Order_No_17682,1071.5646030121952
Order_No_24366,2163.892769225851
Order_No_12558,1576.849992332223
Order_No_18576,2871.272161813664
Order_No_18759,2252.9978862343705
Order_No_4008,3038.453538284928
Order_No_766,2324.8601792356712
Order_No_5356,2499.8324947139263
Order_No_11178,1555.2545575763213
Order_No_22969,1358.6083155887318
Order_No_8350,1111.1788669267553
Order_No_9590,2172.4173697307124
Order_No_3963,1187.5413141845638
Order_No_256,1289.670533025157
Order_No_26648,935.9144266154764
Order_No_11906,1496.2545209251841
Order_No_10613,1377.7314527189594
Order_No_11748,1586.2287604407175
Order_No_27538,1794.7658799561032
Order_No_22045,1804.1758604336649
Order_No_2782,1381.305688177681
Order_No_1795,1766.7507292111206
Order_No_21220,1693.8318476450895
Order_No_24237,1145.5640818740594
Order_No_7294,1518.5931220417642
Order_No_4850,1646.4557646461853
Order_No_4136,1389.3711728502328
Order_No_21854,1412.827200563168
Order_No_17794,522.8117056871943
Order_No_7267,694.5756810636904
Order_No_2271,1596.25422890948
Order_No_2624,2197.8864008513133
Order_No_18966,569.7267801139333
Order_No_10620,868.849912216474
Order_No_23678,1902.038431221299
Order_No_12085,2326.340301988336
Order_No_17263,911.9557309563623
Order_No_24024,2105.567263448765
Order_No_27601,1475.3295494953054
Order_No_6879,1989.1955843922333
Order_No_6470,1799.08496756776
Order_No_4252,1951.882391311112
Order_No_20277,1457.226696214173
Order_No_10688,1761.4261855210646
Order_No_4977,1543.470327052084
Order_No_21533,2558.199064038112
Order_No_9781,1513.0259460510715
Order_No_19105,1845.271421239508
Order_No_24841,1422.3189340333338
Order_No_27523,2525.285683340975
Order_No_23716,2051.5899480371013
Order_No_14637,1764.9149428467208
Order_No_7276,2250.9557557399385
Order_No_19299,1661.4561635377177
Order_No_1025,1158.6684896838851
Order_No_22149,1585.158255739816
Order_No_16333,2244.716294256601
Order_No_25134,470.1990672334741
Order_No_9145,466.20467232337984
Order_No_22940,1258.9200881528466
Order_No_14157,2879.4296589433
Order_No_22873,458.57843242759736
Order_No_10503,1203.862079907785
Order_No_13407,679.2720921072996
Order_No_27422,1325.100518627567
Order_No_24343,749.5722693922818
Order_No_3425,2417.053580889611
Order_No_19030,558.8351420441995
Order_No_21520,2337.044209707421
Order_No_27961,825.6981618032678
Order_No_14088,1763.987253879177
Order_No_12026,1813.0150735606242
Order_No_14848,1118.2230693640886
Order_No_21252,1772.7947689755038
Order_No_23651,1377.9775844709166
Order_No_21788,1438.1295466726096
Order_No_16483,1990.165550175976
Order_No_27328,1127.7865953075086
Order_No_17430,2548.926291836442
Order_No_10805,1104.2253786952442
Order_No_24394,2012.2697662274966
Order_No_5759,1683.0792519742774
Order_No_23949,1746.0211613480442
Order_No_12761,1282.7553446457025
Order_No_15095,1958.4668352921526
Order_No_15488,746.8885904379804
Order_No_10438,507.3615868909201
Order_No_26443,422.1501358925889
Order_No_15141,605.8756538587331
Order_No_2192,521.2803146683436
Order_No_27933,1311.1332260924773
Order_No_9606,1675.2610014182956
Order_No_3162,2108.7676321077547
Order_No_15728,1422.1756172899422
Order_No_11121,1685.631099498869
Order_No_19984,1667.5326396843154
Order_No_15683,1708.5357544820672
Order_No_789,785.1453411208439
Order_No_9878,1792.843982369639
Order_No_12531,1939.6295457483504
Order_No_11340,741.5667593015968
Order_No_3333,1865.559469736938
Order_No_5621,1613.998348879453
Order_No_18642,1807.426834759186
Order_No_1758,1045.629542501396
Order_No_7060,1434.5107436326798
Order_No_1996,1603.9930763095615
Order_No_3249,749.8430874699553
Order_No_23313,1810.0121974967187
Order_No_9218,1417.1674340831232
Order_No_5678,2973.206730424871
Order_No_17073,1627.2277848364902
Order_No_1669,2315.5050889642225
Order_No_11691,1388.1480891405954
Order_No_26922,1672.5106117326652
Order_No_6273,1015.4683498372124
Order_No_13954,1921.1751975155005
Order_No_18299,939.1049071201943
Order_No_9866,1429.6694192692905
Order_No_14010,1028.6618297747136
Order_No_12504,2109.307363700829
Order_No_26094,1100.3402917634469
Order_No_13353,1226.9781304329902
Order_No_24661,1306.0306981198755
Order_No_9663,1578.3964348051031
Order_No_11085,620.7170415923121
Order_No_17897,1477.1708487166181
Order_No_16315,736.8622508660628
Order_No_13527,644.0437772295936
Order_No_22968,527.4866209681877
Order_No_13792,2117.772458511734
Order_No_6720,1670.967398429153
Order_No_1516,1858.815447734445
Order_No_22397,1237.9035035950455
Order_No_21104,1565.9499429429216
Order_No_14469,757.8509023141905
Order_No_124,1.0
Order_No_14959,634.002670128606
Order_No_9621,241.27060164872998
Order_No_4259,1350.9114039080616
Order_No_16065,1.0
Order_No_15914,1.0
Order_No_7915,498.19561889361097
Order_No_23036,1555.4184746551125
Order_No_14779,1163.6499180267365
Order_No_27381,2046.203997624785
Order_No_19898,1070.0488578354507
Order_No_24710,1281.1394546759254
Order_No_4568,1217.9520151226552
Order_No_19925,1797.4456844113101
Order_No_8236,1006.851092370789
Order_No_10753,2003.6779652568314
Order_No_25148,1497.9799570874402
Order_No_10113,2408.736317599325
Order_No_24716,1306.1692133543347
Order_No_20796,1372.7624985670934
Order_No_26666,2369.4238965247227
Order_No_26218,1513.034289103447
Order_No_19522,1553.0949355845078
Order_No_18819,1000.9887018223526
Order_No_14329,1592.2910102898984
Order_No_18132,790.22146074615
Order_No_17756,1381.3434817809173
Order_No_19189,1215.267568216479
Order_No_23646,541.099123197273
Order_No_1575,1066.450942074962
Order_No_12783,1358.2589710301636
Order_No_10024,1765.5371508191254
Order_No_25414,1558.4551813470114
Order_No_11465,1953.5695682553726
Order_No_6410,790.0335627647728
Order_No_19977,1199.256236065392
Order_No_16825,1225.9042107756104
Order_No_3584,626.9341323089611
Order_No_15539,1282.5632136033764
Order_No_15158,1373.965269173068
Order_No_17490,2407.5800788615397
Order_No_7544,1483.17464770916
Order_No_5731,942.3434304344936
Order_No_5868,899.945348555746
Order_No_14440,1792.3174007518485
Order_No_11975,679.9768309003211
Order_No_12964,598.5578437891472
Order_No_1976,1452.2447699241548
Order_No_28141,1660.4174600091155
Order_No_8511,246.9537834491493
Order_No_9561,1229.8887608733294
Order_No_12437,529.3313188763224
Order_No_18400,2270.875303448777
Order_No_21736,1276.1531141290707
Order_No_12853,2395.63923563577
Order_No_15245,1335.6320584328494
Order_No_21050,615.2279013151656
Order_No_296,973.2304040349353
Order_No_8689,935.9865427723273
Order_No_27766,2335.546199320563
Order_No_829,1591.5008359522562
Order_No_8223,2072.686347372759
Order_No_11036,1169.930938024287
Order_No_26788,1615.1355874363599
Order_No_4953,1196.612674396465
Order_No_22655,678.3854542966819
Order_No_9568,1426.7528521122674
Order_No_20300,1933.983350003933
Order_No_20891,633.3810050313714
Order_No_23568,1206.0272496179766
Order_No_2853,1420.2363808046214
Order_No_14086,729.9843370961462
Order_No_28230,2709.385907334059
Order_No_15567,2270.0717549897768
Order_No_11238,1937.773998865721
Order_No_1801,1925.7633010969532
Order_No_9009,774.9032619470618
Order_No_28131,2304.7991932163422
Order_No_10842,2469.0266732516557
Order_No_20373,1693.8599337474245
Order_No_10859,660.6598354863181
Order_No_11137,916.6059539963844
Order_No_26971,877.1742420885275
Order_No_12578,623.3920738403249
Order_No_11551,683.3580194693877
Order_No_20146,1322.1487251663148
Order_No_11022,1414.7116532850578
Order_No_12977,1331.1463465614745
Order_No_7347,1765.4022452434092
Order_No_1547,1971.8082463246335
Order_No_11947,1341.852357821781
Order_No_15396,1006.9957035926436
Order_No_4515,1910.1385854162309
Order_No_25323,1642.6250586506158
Order_No_25326,525.7556646292596
Order_No_5704,908.6493933026013
Order_No_24556,1888.6667605295027
Order_No_26462,1912.0327397276212
Order_No_18180,1645.8683774844776
Order_No_10049,2026.2108559523278
Order_No_22193,1766.4331620605753
Order_No_11518,1639.1774170523074
Order_No_26394,1583.9109041505524
Order_No_14679,1052.049108136658
Order_No_19836,1728.9032945455785
Order_No_27476,1331.5985163602545
Order_No_7715,1909.319348150997
Order_No_12326,2799.8915828555046
Order_No_2450,502.72787393582433
Order_No_7718,1453.0267019995956
Order_No_5850,1667.1838634948945
Order_No_20046,2219.9671030425234
Order_No_8764,1111.5238865752472
Order_No_5769,2198.279349194534
Order_No_18659,1452.921262311167
Order_No_17403,1027.6022341267526
Order_No_15478,978.922653611211
Order_No_3126,773.4553517807943
Order_No_16300,649.564872527475
Order_No_1905,1887.1543362686443
Order_No_13191,1737.2216569396203
Order_No_17865,1344.4930899054546
Order_No_2647,2138.3461140888776
Order_No_14687,1880.7359249747626
Order_No_21424,793.2656769129388
Order_No_3750,1183.604472787565
Order_No_14033,1200.802808729446
Order_No_5460,1275.606686992318
Order_No_16754,2483.500785493541
Order_No_25642,1505.2498594567826
Order_No_15134,2293.2976260278533
Order_No_22029,1585.7890910699298
Order_No_18023,1222.6451914520967
Order_No_27079,1360.1738340864051
Order_No_19375,1991.5316144275512
Order_No_27970,1120.5012198699496
Order_No_19005,1374.4065797538588
Order_No_11385,1218.3963713990324
Order_No_8288,1129.8026916639735
Order_No_7459,706.4485434658563
Order_No_20632,1195.6025873895067
Order_No_21273,1366.5541403821935
Order_No_18561,287.0686160375044
Order_No_21434,2570.5184452964622
Order_No_12447,1912.4391362935805
Order_No_24669,1745.9957801453802
Order_No_5984,1660.8740473481396
Order_No_4667,1319.8179747395716
Order_No_7319,613.1264220011744
Order_No_25697,2584.501819889311
Order_No_15181,698.6348546907974
Order_No_21519,696.8526701588071
Order_No_22483,295.1664279508496
Order_No_17874,499.6274658536949
Order_No_20473,1042.330380929876
Order_No_25570,1382.4376109747482
Order_No_25648,331.7607670302532
Order_No_24753,1771.9859739305484
Order_No_18890,2402.695692398136
Order_No_16308,1392.4112183970956
Order_No_18837,2135.729305811323
Order_No_15773,596.6029125419391
Order_No_602,3047.3366034027204
Order_No_4171,2661.1449357326487
Order_No_9418,1563.168587146618
Order_No_23480,1553.9536352202415
Order_No_14641,1927.1386665808386
Order_No_2556,1013.3923509899178
Order_No_25209,2434.391715204052
Order_No_3451,1514.0651233312385
Order_No_2864,2240.842716111976
Order_No_23533,2245.784221570648
Order_No_11957,1074.4732171518842
Order_No_15818,1941.9737608458965
Order_No_12221,843.5533789330367
Order_No_15027,781.8517861103172
Order_No_13046,1130.825379352289
Order_No_23294,1540.3416073611588
Order_No_17619,2431.695964829625
Order_No_27669,1048.6884851134964
Order_No_10126,662.4227536305989
Order_No_27144,1382.365456284033
Order_No_482,1919.3355309609412
Order_No_4556,877.9505448071086
Order_No_12648,1331.3962936105472
Order_No_14121,1118.7997373617054
Order_No_14255,744.0509161157332
Order_No_27586,1718.7833245529125
Order_No_27203,2064.6684506101888
Order_No_17462,706.319192446632
Order_No_23192,835.8871768968384
Order_No_18063,800.262438445463
Order_No_25906,1544.5512082216828
Order_No_24348,744.7993546401503
Order_No_2524,374.97392213402236
Order_No_3775,893.3114093451096
Order_No_13760,769.7622462426025
Order_No_14102,1342.9838128017527
Order_No_1055,2052.960015909297
Order_No_21376,1233.8665930903753
Order_No_5661,1825.1623138134687
Order_No_23684,797.7865287391269
Order_No_424,1032.9773744623908
Order_No_26558,1709.7809753461133
Order_No_10185,1830.5854566922446
Order_No_5646,2073.565284596465
Order_No_16792,447.6244138083366
Order_No_16581,2538.842411400265
Order_No_1863,2040.4512775462301
Order_No_21003,1368.1213754094006
Order_No_10001,1004.903581412722
Order_No_18704,1327.4380859255125
Order_No_7701,1429.9777435066446
Order_No_13579,1556.4971329060882
Order_No_12008,607.2328352675195
Order_No_26883,2269.8911011824475
Order_No_24465,1044.5095471925833
Order_No_6494,318.21032934672263
Order_No_13066,971.0588245700146
Order_No_22257,2009.6383244509145
Order_No_6516,576.1280296440183
Order_No_22550,222.41439585037915
Order_No_24299,1491.8669637313378
Order_No_4782,126.39655774350105
Order_No_4082,1.0
Order_No_12482,1100.977545235446
Order_No_15890,719.5672429443457
Order_No_7213,2522.566654536773
Order_No_21194,2924.775616367713
Order_No_5267,895.1756215818697
Order_No_3904,1277.3970661914007
Order_No_11012,1654.9786196155276
Order_No_5117,582.9243149725518
Order_No_8954,1468.003950057182
Order_No_12770,1070.1506385773919
Order_No_13716,1233.4141627760634
Order_No_25537,1426.2575569181736
Order_No_25107,1669.402100547275
Order_No_27085,1169.6298175113045
Order_No_21537,1978.775020785688
Order_No_6384,645.5491817554139
Order_No_19098,2639.2544860949274
Order_No_15246,934.1761661677884
Order_No_8349,1599.285863077603
Order_No_22526,1850.6462869344973
Order_No_9812,1206.8558465100216
Order_No_24748,1486.2434725210917
Order_No_15407,2310.195571368793
Order_No_11860,1932.970753661648
Order_No_8429,1845.2429251476426
Order_No_12697,2228.4380150554352
Order_No_17141,3521.3985351090446
Order_No_5244,1890.0595697949607
Order_No_6835,1746.2129597476448
Order_No_19775,2106.6737060177843
Order_No_2305,1620.7838540154044
Order_No_9119,1737.948274282855
Order_No_27293,1397.968670466711
Order_No_9051,1720.5028345480966
Order_No_8152,3024.7647792500566
Order_No_23689,2142.0442236497765
Order_No_8230,2108.2983725192607
Order_No_11158,1923.466706424224
Order_No_14153,2387.663112173352
Order_No_18769,2628.6404641398403
Order_No_5431,960.3150336377877
Order_No_15551,1283.7665241064242
Order_No_12236,1981.12504120043
Order_No_13596,1692.939888992007
Order_No_26104,1147.0058583943264
Order_No_19401,1907.332606930964
Order_No_16881,1860.1741593057761
Order_No_27894,2793.422992909227
Order_No_25738,1073.4965628929003
Order_No_13386,1744.5856658112991
Order_No_465,589.7226877275534
Order_No_18333,1168.7396348633774
Order_No_2769,1752.9914451247116
Order_No_23250,570.2646420591717
Order_No_27735,912.9687512245528
Order_No_27404,746.92766885327
Order_No_2236,2668.664181947679
Order_No_18978,2493.1056368430145
Order_No_1993,2881.9533062517876
Order_No_9200,1421.0739602671238
Order_No_13988,622.8542106546956
Order_No_1444,2826.3458900109767
Order_No_25790,2489.7549569034013
Order_No_1469,1668.434951643809
Order_No_5783,1477.8533171479648
Order_No_24060,872.9352199677232
Order_No_8961,2116.9720150873763
Order_No_15132,1729.819009916624
Order_No_7209,2045.4633819549344
Order_No_2068,1479.0142435266462
Order_No_2738,1694.3606307907612
Order_No_28246,2316.1882654632213
Order_No_18836,1469.9866861107294
Order_No_24403,3314.6733481443152
Order_No_19574,2577.7647392968647
Order_No_4704,1528.6349098837234
Order_No_7855,2317.028412595653
Order_No_17944,1403.8040810617676
Order_No_28002,873.9338623456862
Order_No_10225,1784.9848283013562
Order_No_25407,1309.8524291639915
Order_No_17613,1102.5903283270109
Order_No_24585,2942.2124467929993
Order_No_24075,1822.147380935852
Order_No_6875,1350.6956343754134
Order_No_17196,1322.986314392163
Order_No_16441,2411.367479903953
Order_No_10550,2218.9323503013093
Order_No_17777,1746.7711429036954
Order_No_20164,1404.6062948524195
Order_No_16659,1443.0071829182361
Order_No_3746,1849.1963594836216
Order_No_3915,2055.9000388168647
Order_No_14803,1627.931004488937
Order_No_11049,761.4482214125983
Order_No_18799,1101.325393193265
Order_No_22124,1380.1753862220596
Order_No_22508,2085.7424443471828
Order_No_11686,1237.0639780008642
Order_No_19414,2006.3295870308305
Order_No_23300,2142.386961746977
Order_No_21329,1528.981260748793
Order_No_22927,607.8333120633561
Order_No_3395,2360.657552100036
Order_No_24504,3097.3246989544514
Order_No_16297,957.4209964789716
Order_No_8550,1864.1160744371825
Order_No_21643,1731.6556942183324
Order_No_16139,1725.7538993850849
Order_No_21954,2509.6997785618883
Order_No_23109,820.4462070390146
Order_No_18329,2661.840448520088
Order_No_22732,1823.9334796489566
Order_No_10647,914.6816817881337
Order_No_5574,1634.1578310768527
Order_No_4499,1590.1376908988168
Order_No_22538,1879.5010050711567
Order_No_25755,1923.474693284661
Order_No_7791,1689.8988524069134
Order_No_22381,1314.6481968926382
Order_No_10363,3069.502630815703
Order_No_10756,1780.5520221453046
Order_No_6036,1936.8121026532608
Order_No_17047,1932.2308465870733
Order_No_2575,2760.909657815217
Order_No_17703,1400.130494197423
Order_No_6571,2529.745406690614
Order_No_4720,1393.2398838500376
Order_No_23555,1677.156342133705
Order_No_16502,1504.2344412250095
Order_No_16290,1888.4791524941975
Order_No_9796,2004.9447397464535
Order_No_7577,1244.0464795739972
Order_No_8090,1819.8568974055233
Order_No_20734,1547.2990875102694
Order_No_21398,1302.8508937996519
Order_No_25640,1419.3962675708756
Order_No_9843,1554.2898375696384
Order_No_11565,1635.7505706417724
Order_No_18753,1685.0904934992575
